num,arabic_name,english_name,latin_binomial,header_full,is_hot,is_cold,is_wet,is_dry,degree,temperament_text,nature_text,sections_present
6,eArtanithd,,Greek cyclamen,eArtanithd Greek cyclamen Cyclamen europaeum Linn.,False,False,False,False,,,Only the root of cyclamen is used. It is said that it is the same drug which is called bukhiir maryam and we have already,Food|Excretion|Properties|Joints|Nature|Head|Poisons
7,"""Ar""ar",,Juniper berry,"""Ar""ar Juniper berry Juniperus communis Linn.",True,False,False,True,second degree,It is somewhat hot and dry and its seeds are hot in the first and dry in the second degree.,It is mountain cypress and is of two kinds: (a) small and (b) large.,Food|Chest|Excretion|Properties|Temperament|Joints|Nature|Poisons
8,"""Arq Sweat",,,"""Arq Sweat",False,False,True,True,,,"Sweat, as a matter of fact, is the ""blood-water' accompanied by bilious pus. It should not be used when dry and should only be taken when it is still moist. It is more concentrated than urine. This is because it is composed of the superfluous matter and",Chest|Swellings|Properties|Nature
10,<Arn Calamint,,Calamintha incana,<Arn Calamint Calamintha incana Benth,True,False,False,True,second degree,It is hot and dry in the second degree.,According to Dioscorides calamint is a plant having the leaves like those of small lentil but the former are longer. Its stalk is about one hand-span long and flowers are red in colour. Its small roots grow in isolated and deserted places. This plant is found,Food|Eye|Properties|Temperament|Nature|Head|Swellings
13,<As! Honey,Mel,,<As! Honey Mel,True,False,True,True,second degree,Honey is hot and dry in the second degree. The honey of [abarzad and sugar-cane is hot in the first degree and not dry. It is rather believed to be moist in the first degree.,"Honey is a kind of latent dew which is found in flowers and other parts (of the tree) from which it is gathered by bees. It originates as a kind of volatile vapour which matures and becomes viscid over night and is transformed into honey. Honey, formed in",Food|Cosmetics|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Nature|Head|Poisons
14,'Ushr Madar,,Calotropis gigantea Linn.,'Ushr Madar Calotropis gigantea Linn.,True,False,False,False,second degree,Madar is hot in the second degree and its dryness is upto the fourth degree.,Madar is an Arabic and Yamanite plant. It is one of the latex bearing species. It is said that there exists a variety of madar that sitting under its shadow proves fatal.,Cosmetics|Excretion|Properties|Temperament|Nature|Head|Poisons
15,°A~a al-rih,,Knot weed,°A~a al-rih Knot weed Polygonum aviculare Linn.,False,False,False,False,,,"Knot weed is the same drug which is also called batbdt, It is of two kinds: one is male and the other is female; the former is stronger in action.",Food|Chest|Excretion|Properties|Ulcers|Nature|Head|Swellings
16,"""Asfar Safflower",,Carthamus tinctoris Linn.,"""Asfar Safflower Carthamus tinctoris Linn.",True,False,False,True,second degree,It is hot in the first and dry in the second degree.,"According to Dioscorides safflower is a plant having long, projecting, rough and thorny leaves. Its stem is thornless and measures about two arms in length. It has round tops which resemble a big seed of olive. Its flower is similar to that of saffron while the",Cosmetics|Properties|Ulcers|Temperament|Nature|Head
18,e!?iim Bones,Os,,e!?iim Bones Os,False,False,False,False,,,Bones are well known.,Food|Cosmetics|Properties|Joints|Nature|Head
19,'Ah,,Gall nut,'Ah Gall nut Quercus infectoria Olivo,False,True,False,True,second degree,It is cold in the first and dry in the second degree.,"Gall nut is procured from the fruit of a large plant found in some countries. The kind of gall nut plucked fresh from the plant and that which is succulent, small, compact and not motheaten, is considered good. It imparts a feeling of dullness in teeth and is called amghiifantus because of its freshness. Another kind of",Properties|Ulcers|Choice|Temperament|Nature|Head
21,"""",,Akr al-zait,"""Akr al-zait Lees of olive oil",True,False,False,False,,,"When ""akr al-zait is decocted in a cyprus copper pot till it becomes warm and viscid like honey, it will be suitable for use in such diseases in which the extract of ophthalmic barberry is also suitable. However, it is superior to the latter.",Nature
22,"""Ilk Resin",,,"""Ilk Resin",False,False,False,False,,Terebinth resin is hottest. Cypress resin and pine resin come next in order of hotness.,We have already discussed it alongwith terebinth resin and pine resin etc. at appropriate places.,Properties|Temperament|Nature
23,"""Ullaiq Bramble",,Rubus fructicosus Linn.,"""Ullaiq Bramble Rubus fructicosus Linn.",False,False,False,False,,,According to some physicians bramble is nothing but desert thorn. One of its varieties called dog rose bears olive like,Food|Chest|Eye|Properties|Excretion|Ulcers|Choice|Nature|Head|Swellings|Poisons
24,'Unniib,,Jujub berry,'Unniib Jujub berry Zizyphus vulgaris,False,True,True,True,first degree,"Jujub berries are cold in first degree, moderately dry and slightly moist in temperament.","eUnniih is a fruit of a well known plant mostly found in Jurjm, The variety which is brought from other places is smaller in size.",Food|Chest|Excretion|Properties|Choice|Temperament|Nature
25,Ginab Grape,,Vitis vinifera Linn.,Ginab Grape Vitis vinifera Linn.,False,False,False,False,,,,Choice|Excretion|Properties
26,<inab al-tha'lab,,Garden night shade,<inab al-tha'lab Garden night shade Solanum nlgrum Linn.,False,True,False,True,second degree,"It is cold in the first and dry in the second degree. A variety, possessing local sedative property, is cold and dry in the second degree.",According to Dioscorides garden night shade is of various kinds: (i) A cultivated variety which is edible is not very large in size. It has plenty of branches and blackish leaves which are bigger and,Eye|Properties|Excretion|Choice|Temperament|Nature|Head|Swellings|Poisons
27,"""Anhar",,,"""Anhar",True,False,False,True,second degree,It is hot and dry. In all likelihood its hotness is in tbe second degree and dryness in tbe first degree.,"It is generally assumed that the source of ambergris is a ""spring"" in the sea. According to some experts it is the sea-foam or excretion of an animal but these views are far from truth. A reliable person told me that during a voyage in his early age he reached a town",Chest|Cosmetics|Properties|Choice|Temperament|Nature|Head
28,"""Unsul Squill",Scil/a indica Baker.,,"""Unsul Squill Scil/a indica Baker.",True,False,False,True,second degree,It is hot and dry in the second degree.,It is tbe same drug which is called basl al-fiir(urgineaindica Kunth). Its leaves resemble the leaves of lily and its flowers are black in colour.,Chest|Cosmetics|Properties|Temperament|Nature
29,·AnTI!,,Wild turnip,·AnTI! Wild turnip Brassica rapa Linn.,False,False,False,False,,,"According to Dioscorides 'an'ili is the wild turnip. We shall deal with it later on under the letter ""Shin"".",Nature
30,GankabUl,,,GankabUl,False,False,False,False,,,,Ulcers|Fevers|Head
31,f:.iid,,Aloe wood,f:.iid Aloe wood Alocxylen agallochon,True,False,False,True,second degree,As far as I think it is hot and dry in the second degree.,"This is the name of a kind of wood or its roots procured from China, India and Arabia. It is similar to stone bar in hardness and firmness. Some specimens have blackish dots and possess some fragrance, astringency and bitterness. Its bark is similar to the skin",Food|Chest|Cosmetics|Excretion|Properties|Choice|Temperament|Joints|Nature|Head
32,~[jd al-salib,Peony,Paeonia officinalis Linn.,~[jd al-salib Peony Paeonia officinalis Linn.,False,False,False,False,,,According to Dioscorides peony iscalled by some people as diu] al-asdbi' i.e. that which has several fingers. Some other people name it as 'al'isi which means 'sweet smell' in Arabic. It is a plant having a stem measuring about two hand-span in length. Several,Nature
33,"""Ausaj Desert-thorn",,Lycium arabicum,"""Ausaj Desert-thorn Lycium arabicum Schw",True,False,False,True,second degree,The seed is hot while the peel is less in hotness. As a whole it is hot and dry in the second degree.,A section of the people believe desert-thorn to be nothing but bramble or very similar to the latter. According to Dioscorides this plant grows in briny soil. It has straight and thorny branches like those of the plant called diiukaswiifibus. Its leaves are somewhat long,Food|Chest|Cosmetics|Fevers|Excretion|Properties|Temperament|Joints|Nature|Head|Swellings|Poisons
2,Ghar/qun,,White agaric,Ghar/qun White agaric Polyporus officinalis Fries,True,False,False,True,second degree,11 is hot in the first and dry in the second degree.,According to Ibne Maswaih it may be of two types: male or female. A variety resembles the roots of asafoetida but unlike the latter its outer surface is not rough. A section of the people think that it grows in the midst of old and decaying trees as a result,Food|Chest|Fevers|Excretion|Properties|Choice|Temperament|Joints|Nature|Head|Poisons
3,Ghiighiiti,,Fossil bitumen,Ghiighiiti Fossil bitumen Gagates lithos,False,False,False,False,,,Fossil bitumen is a light stone which emits a pitch-like odour.,Head|Joints|Nature|Poisons
4,Ghiijith Agrimony,,Gentiana dalurica,Ghiijith Agrimony Gentiana dalurica Fisch.,True,False,False,True,second degree,"It is hot in the first and dry in the second degree. Properlies: It is attenuant, diluting, detergent, and non-absorbant in properties and apparently possesses no warmth. It is also somewhat astringent and pungent and equals to aloe in bitterness. Cosmetics: It gives good response in treating initial stages of alopecia including alopecia furfuracia.",Agrimony is one of the thorny herbs having leaves similar to those of the hemp plant and qantiifulan. Its flower resembles the water lily. Only the flowers or the leaf extract are used as drug.,Food|Cosmetics|Substitute|Fevers|Excretion|Ulcers|Temperament|Nature
5,Ghiiliyun Ghailion,,Galium verum Linn.,Ghiiliyun Ghailion Galium verum Linn.,False,False,False,False,,,Ghailion is a fragrant drug.,Ulcers|Properties|Nature
6,Gluiliah,,An aromatic drug prepared from,Gluiliah An aromatic drug prepared from Galia moschata,False,False,False,False,,,Gluiliah is a well known drug.,Chest|Excretion|Nature|Head|Swellings
7,Ghubaird,,Service tree,Ghubaird Service tree Sorbus domestica,False,True,False,True,first degree,Service tree is cold in initial pbase of the first degree and dry in the last phase of the second degree.,,Food|Chest|Excretion|Properties|Temperament
8,Ghara' Gelatin,,Taurocolla gelatenum,Ghara' Gelatin Taurocolla gelatenum,True,False,False,True,first degree,Gelatin obtained from animal skins is hot and dry in the first degree while that from isinglass is less hot but dry.,,Chest|Cosmetics|Properties|Ulcers|Temperament|Head
9,Gharab,,White poplar,Gharab White poplar Populus alba Linn.,False,False,False,False,,,,Food|Cosmetics|Eye|Properties|Ulcers|Choice|Joints|Head
10,Ghaushna Truffle,,,Ghaushna Truffle,False,True,False,True,,"Unlike the other kinds of mushrooms, it is not cold.","It belongs to the family of mushrooms and fungi. On drying pieces of this drug unite with each other and acquire the shape resembling a cartilage. It looks like a small, crooked and wrinkled bowl used for washing clothes. It is taken as pickle and resemblesa",Properties|Temperament|Nature
1,Far Mouse,,Mus rattus,Far Mouse Mus rattus,False,False,False,False,,,,Head|Poisons|Excretion|Cosmetics
2,Fiishrii,,White bryoni,Fiishrii White bryoni Bryonia alba Tamus,True,False,False,True,third degree,It is hot and dry upto the third degree.,According to some people fiishrii is the same drug which is also called hazdrjashiin and karma batdii'.,Food|Chest|Cosmetics|Excretion|Properties|Ulcers|Temperament|Joints|Nature|Head|Swellings|Poisons
3,Fdsharistin,,Black bryoni,Fdsharistin Black bryoni Tamus communis Linn.,False,False,False,False,,,It belongs to the genus of white bryoni. Its leaves are like leaves of long lablab and the roots have a yellow interior and a black exterior.,Chest|Excretion|Properties|Joints|Nature|Head
4,Fa! A,,Turkish drug,Fa! A Turkish drug,False,False,False,False,,,,Poisons
5,Fiighirii,,Split cubeb,Fiighirii Split cubeb Tanthoxylum alarum Roxb.,False,False,False,False,,,,Food|Excretion|Properties
6,Fiighiah,,Henna blossom,Fiighiah Henna blossom,False,False,False,False,,,"It has already been discussed under the heading ""Hind"".",Nature
7,Fiinidh,,Sugar candy,Fiinidh Sugar candy,False,False,False,False,,,,Choice|Chest|Excretion|Properties
