num,arabic_name,english_name,latin_binomial,header_full,is_hot,is_cold,is_wet,is_dry,degree,temperament_text,nature_text,actions_text,sections_present
5,<Ados Lentil Lens esculentaMoench.,,,<Ados Lentil Lens esculentaMoench.,True,False,False,False,,"According to Galen it is eithermoderatein hotness and dryness or inclinestowards hotness.Thereforeit does not produce coldness at any of the stages after its oral use i.e. neither at the time of intake, nor in stomach, nor during digestion.","Itis the well known edible variety of lentil. Itsanother kind is wild and is not suitable for use. Thebitterlentil isapparently hot, desiccant and somewhat astringent in nature. According to Oioscorides it is a tall quince-coloured herb which has many branches and lofty stalks. Its leaves are long,narrow,slightly rough and some­ what white in colour.Itis abundantlycultivated on themountains of Tab","Lentil is flatulent and possessescompound astringent and detergent potencies.Itinducesbad dreams. Its husk is very astringent. As a whole, it is very flatulent, and makes the blood viscid which as a resultcannot flowthrough the vessels easily. It reduces urine and menses therefore produces melanotichumour and diseases. Sometimes barley-water is consideredcontraryto the lentil inproper­ ties but in",Chest|Choice|Excretion|Eye|Food|Joints|Nature|Properties|Swellings|Temperament|Ulcers
6,eArtanithd Greek cyclamen,,Cyclamen europaeum Linn.,eArtanithd Greek cyclamen Cyclamen europaeum Linn.,False,False,False,False,,,Only theroot of cyclamen is used.Itis saidthatit is the same drug which is calledbukhiir maryamand we have already dealt with it. According to Dioscorides it has several burs as in chick- 319 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ  pea and its leaves are like thoseof cabhage. Its roots are black in colourand resemble the rootsof,Itis an erosive and dissolvent drug.,Excretion|Food|Head|Joints|Nature|Poisons|Properties
7,"""Ar""ar",Juniperberry,Juniperus communis Linn.,"""Ar""ar Juniperberry Juniperus communis Linn.",True,False,False,True,second degree,It is somewhat hot and dry and its seeds are hot in the first and dry in the second degree.,Itismountain cypress and isof two kinds:(a) small and (b) large.,"It is a sedative,attenuantand carminativedrug. In additionto these properties, it is somewhatastringentbut this pro­ perty is not found in allpartsof the plant.",Chest|Excretion|Food|Joints|Nature|Poisons|Properties|Temperament
8,"""Arq",Sweat,,"""Arq Sweat",False,False,True,True,,,"Sweat, as a matterof fact, is the""blood-water'accom­ panied by bilious pus. Itshould not be used when dry and should only be taken whenitis still moist. It is moreconcentratedthan urine. This is because it is composed of the superfluousmatter and 320 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ SLeT/ON /I ]~ I moisturesobtainedafter t",It is more concentratedthan urine. Itdiffers in properties in different animals and isconsiderablydissolving in action,Chest|Nature|Properties|Swellings
10,<Arn Calamint Calamintha incanaBenth,,,<Arn Calamint Calamintha incanaBenth,True,False,False,True,second degree,Itis hot and dry in the second degree.,According to Dioscoridescalamint is aplant having the leaves like those of small lentil but the former are longer. Its stalk isabout one hand-span long and flowers are red in colour. Its small roots grow in isolated and deserted places. Thisplantis found indifferentcountries.,Applicationof a plaster of its leaves with olive oil causes perspiration.,Choice|Cosmetics|Excretion|Eye|Food|Head|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
15,°A~a al-rih Knot weed,,Polygonum aviculare Linn.,°A~a al-rih Knot weed Polygonum aviculare Linn.,False,False,False,True,second degree,Itishot in the first and dry in the second degree.,"Knot weed is the same drug which isalsocalledbatbdt, It is of two kinds: one is male and the other is female; the former is stronger in action.","Itis an astringent and rich in moisture content but sinceitis a 'deterrent for descending matters',it is thought to be a desiccant. Thispropertyenables it to stophaemorrhage.",Chest|Cosmetics|Excretion|Food|Head|Nature|Properties|Swellings|Temperament|Ulcers
18,e!?iim,Bones Os,,e!?iim Bones Os,False,True,False,True,second degree,Itis cold in the first and dry in the second degree.,Bones are well known.,The calcined bones are dissolving and desiccating.,Choice|Cosmetics|Food|Head|Joints|Nature|Properties|Temperament|Ulcers
21,"""Akr al-zait Lees of olive oil",,,"""Akr al-zait Lees of olive oil",True,False,False,False,,,"When ""akr al-zaitis decocted in a cypruscopper pot tillitbecomes warm and viscid like honey, it will be suitable for use in such diseases in which theextractof ophthalmic barberryis also suitable. However, it issuperiorto the latter. Organs ofthe head:Itis decocted with the water of sour green grapes and applied to facilitateextractionof decaying teeth. Organs ofthe eye:Itis oneofthe ingredients o",,Nature
22,"""Ilk",Resin,,"""Ilk Resin",False,False,False,False,,Terebinth resin is hottest. Cypress resin and pine resin come next in orderof hotness.,We have already discussed it alongwithterebinthresin and pine resin etc. atappropriateplaces.,Generally the resinspossessdissolventproperties but cypress and pine resins are comparatively less dissolventbut more warming than terebinth resin.,Nature|Properties|Temperament
23,"""Ullaiq",Bramble,Rubus fructicosus Linn.,"""Ullaiq Bramble Rubus fructicosus Linn.",False,False,True,True,,,According to some physicians bramble is nothing but desertthorn. One of its varieties called dog rose bears olive like 326 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ SECTION II 327 fruits. Thelattercontains a wool-like substance. Its fruits are highly astringent but the leaves possess less astringency. The wool like substance found ,All the parts of bramble areastringentand desiccant but the leaves are lesspotentin this respect becauseof their moist nature. It produces thick humour. The astringentpropertiesof leaves and fruits become more evident on drying. The flowers also possess similar properties. The roots of bramble have some rare­ fication alongwith astringency and because of thispropertyit is said to act as alithotrip,Chest|Choice|Excretion|Eye|Food|Head|Nature|Poisons|Properties|Swellings|Ulcers
24,'Unniib Jujub berry,,Zizyphus vulgaris,'Unniib Jujub berry Zizyphus vulgaris,True,True,False,True,first degree,"Jujubberries are cold in first degree,moderately dry and slightlymoist in temperament.","eUnniih is a fruit of a well knownplantmostly found in Jurjm, The variety which isbroughtfrom other places is smaller insize.","Galen did not find any usefulness in it in respect of maintainingand restoringlosthealthbut accordingto some other physicians, it is useful in cases having intensely hot blood. Iconsider thelatterview to be true.Itis so due to itsthickeningand agglutinating propertyof blood. However I am not inclined to accept it as a blood purifying agent.Itis lessnutritiveand difficult to digest. In this context",Chest|Choice|Excretion|Food|Nature|Properties|Temperament
25,,Ginab Grape,Vitis vinifera Linn.,Ginab Grape Vitis vinifera Linn.,False,False,False,False,,,,Freshly plucked grapes are flatulent. The fruits which shrunk in sizeand are Shrivelled aftersuspending in air are excellent innutritionand strengtheningfor the body. Grape fruits are similar to those of the fig in nutritive value by beingminimum in deficiency and maximum in nutriment. Their nutritive quality is ratherbetter. The ripe grapes are lessharmful than unripe ones. If grapes arenot diges,Choice|Excretion|Properties
26,<inabal-tha'lab Garden night shade,,Solanum nlgrum Linn.,<inabal-tha'lab Garden night shade Solanum nlgrum Linn.,True,True,False,True,second degree,"It is cold in the first and dry in the second degree. A variety, possessing local sedativeproperty,is cold and dry in the second degree.","According to Dioscorides garden night shade is of various kinds: (i) A cultivated variety which is edible is not very large in size. It has plenty of branches and blackish leaves which are bigger and larger than those of sweet basil. Its fruits are initiallyround and green in colour. Later on they getdarkened and turnto be red when ripe. Such fruits, when taken orally, are not harmful. (ii) The se",The cultivated variety is cooling and astringent. There isanother variety which is sedative and soporific like opium exceptthatit is comparatively weaker in action.Another variety is lethal.,Choice|Excretion|Eye|Head|Nature|Poisons|Properties|Swellings|Temperament
27,"""Anhar",,,"""Anhar",True,False,False,True,second degree,Itis hot and dry. In all likelihood its hotness is in tbe second degree and dryness in tbe first degree.,"Itis generally assumedthatthe source of ambergris is a ""spring""in the sea. According to some experts it is the sea-foam or excretion of an animal but theseviewsare far from truth. A reliable person told methatduring a voyage in his early age he reached a town calledkhiikhat forenoon. While standing in the company of some people at the sea shore, he saw stormy waves of the sea dashing against theba",Itis useful for the old people because of its mild warming property.,Chest|Choice|Cosmetics|Head|Nature|Properties|Temperament
28,"""Unsul Squill Scil/a indicaBaker.",,,"""Unsul Squill Scil/a indicaBaker.",True,False,False,False,second degree,Itis hot anddry in the second degree.,Itis tbe same drug which is calledbaslal-fiir(urginea­ indicaKunth). Its leaves resemble the leaves of lily and itsflowers are black in colour.,Squill is erosive and has some viscosity in it.,Chest|Cosmetics|Nature|Properties|Temperament
30,,GankabUl,,GankabUl,False,False,False,False,,,,,Fevers|Head|Ulcers
31,f:.iid Aloe wood,,Alocxylen agallochon,f:.iid Aloe wood Alocxylen agallochon,True,False,False,True,second degree,As far as I thinkitis hot and dry in the second degree.,"This is the name of a kindofwood or its roots procured from China, India and Arabia.Itis similar to stonebar in hardness and firmness. Some specimens have blackish dots and possess some fragrance, astringency and bitterness. Its bark is similar to the skin in appearance.","Itis altenuant,carminative anddeobstruent.It removes superfluous moisture. strengthens the visceraand protects the organs from the flowof infiltratingmaltertowards them.",Chest|Choice|Cosmetics|Excretion|Food|Head|Joints|Nature|Properties|Temperament
32,~[jd al-salib,Peony,Paeonia officinalis Linn.,~[jd al-salib Peony Paeonia officinalis Linn.,False,False,False,True,,,According to Dioscorides peony iscalled by some people as diu]al-asdbi'i.e.thatwhich has several fingers. Some other people name it as'al'isiwhich means 'sweet smell' in Arabic.Itis a plant having a stem measuring about two hand-span in length. Several branchesshoot out from it. The leaves of its male kind resemble the leaves ofchestnuttree. The leaves of the female variety resemble the lofty leav,,Nature
33,"""Ausaj Desert-thorn Lycium arabicum",Schw,,"""Ausaj Desert-thorn Lycium arabicum Schw",True,True,False,True,second degree,The seed is hot while the peel islessin hotness. As a whole it is hot and dry in the second degree.,A section of the people believedesert-thornto be nothing but bramble or very similar to the latter. According toDioscorides this plant grows in briny soil. It has straight andthorny branches like those of theplantcalleddiiukaswiifibus.Its leaves are somewhat long and bear a viscous and adhesive substance which sticks to the hand. Another kind ofdesert-thornis comparatively whiter in appearance. Th,Some people believethatit counters the ill effects of sorcery when it is suspended over doors and windows. Swellingsand pimples: The plaster of leaves of all kinds of desert­ thorn is useful in erysipelas and herpes. Letter 'Ghain' I.Ghar Bay tree Laursus nobilis Linn.,Chest|Cosmetics|Excretion|Fevers|Food|Head|Joints|Nature|Poisons|Properties|Swellings|Temperament
2,Ghar/qun White agaric Polyporus officinalisFries,,,Ghar/qun White agaric Polyporus officinalisFries,True,False,False,True,second degree,11 ishot inthe first and dry in thesecond degree.,"According to Ibne Maswaih it may be of two types: male or female. A variety resembles the roots ofasafoetidabut unlike thelatterits outer surface is not rough. A section of the people thinkthatit grows in the midst of old and decaying trees as a result of their putrefaction.Itis hot, pungent and astringent in taste and contains watery, airy, earthy and tenuous substances. The difference between ma","White agaric is dissolveut,diluent of thick humours, deobstruent for all types of obstructionsand attenuant. According to some people,it has someastringentpotency also. Imme­ diatelyafteringestion,itappears to be somewhat sweet butlatergives bittertaste. Swellings,It is useful fortreatingall kinds of swellings.",Chest|Choice|Excretion|Fevers|Food|Head|Joints|Nature|Poisons|Properties|Temperament
3,Ghiighiiti Fossil bitumen,,Gagates lithos,Ghiighiiti Fossil bitumen Gagates lithos,False,False,False,False,,,Fossil bitumen is a light stone which emits a pitch-like odour.,,Head|Joints|Nature|Poisons
4,Ghiijith Agrimony Gentiana daluricaFisch.,,,Ghiijith Agrimony Gentiana daluricaFisch.,True,False,False,True,second degree,"It is hot in the first and dry in the second degree. Properlies:It isattenuant,diluting, detergent, andnon-absor­ bant in properties and apparently possesses no warmth. It is also somewhat astringent and pungent and equals to aloe in bitterness.",Agrimony is one of the thorny herbs having leaves similar to those of the hemp plant andqantiifulan.Its flower resembles the water lily. Only the flowers or the leaf extract are used as drug.,,Cosmetics|Excretion|Fevers|Food|Nature|Substitute|Temperament|Ulcers
5,,Ghiiliyun Ghailion,Galium verum Linn.,Ghiiliyun Ghailion Galium verum Linn.,True,False,False,False,,,Ghailion is a fragrant drug.,It is desiccant in nature and coagulates the milk. Itis slightly hot and preventsexcessivebleeding.,Chest|Excretion|Head|Nature|Properties|Swellings|Ulcers
7,Ghubaird Service tree,,Sorbus domestica,Ghubaird Service tree Sorbus domestica,False,True,False,False,first degree,Service tree is cold in initial pbase of the first degree anddry in the last phase of the second degree.,,"It stops all kinds of flux. It is comparatively less astringent and constipatory than azarole, It fully prevents the infil­ tration of yellow bile towards viscera and, wben taken as a dessert, delays intoxication.",Chest|Excretion|Food|Properties|Temperament
8,Ghara',Gelatin,Taurocolla gelatenum,Ghara' Gelatin Taurocolla gelatenum,True,False,False,True,first degree,Gelatin obtained from animal skins is hot and dry in the first degree while that from isinglass is less hotbut dry.,,All kinds of gelatin possess agglutinant and desi­ ccant properties.,Chest|Cosmetics|Head|Properties|Temperament|Ulcers
9,Gharab White poplar Populusalba Linn.,,,Gharab White poplar Populusalba Linn.,False,False,False,False,,,,"The flowers,leaves and their extract are pungent and desiccant without causing irritation. The barks are drier than the leaves andflowers.The extract, prepared from its leaves, is preserved by the people to be used as a desiccant without causingirritation.",Choice|Cosmetics|Eye|Food|Head|Joints|Properties|Ulcers
10,,Ghaushna Truffle,,Ghaushna Truffle,False,True,False,True,,"Unlike the other kinds of mushrooms, it is not cold.","Itbelongs to the family of mushrooms and fungi. On drying pieces of this drug unite with each other and acquire the shape resembling a cartilage.Itlooks like a small, crooked and wrinkled bowl used for washing clothes.Itis taken as pickle and resemblesa cartilage or is rather better than it in taste. 339 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ",Its humour is not inferior unlikethatof mushroom.' Itis fleshy and saltish in nature. LetterFii,Nature|Properties|Temperament
